name,pricing/rate/amount,address,location/lat,location/lng,url
Lovely 1BR BEACH condo|free parking in Isla Verde,97,"Carolina, Puerto Rico",18.44456,-66.0162,https://www.airbnb.com/rooms/46310681
Centrally Located  Apt. with Rooftop Ocean View,111,"San Juan, Puerto Rico",18.46498,-66.09502,https://www.airbnb.com/rooms/50096419
Casa Rústica | Beautiful rustic tropical villa in,174,"Maleza Baja, Aguadilla, Puerto Rico, Aguadilla, Puerto Rico",18.502,-67.144,https://www.airbnb.com/rooms/50994362
Artist Room | The Gallery Inn,175,"San Juan, Puerto Rico",18.46773,-66.11632,https://www.airbnb.com/rooms/51900981
Reef Studio | located at the Condado Lagoon Villas,115,"Condado, San Juan, Puerto Rico",18.462,-66.085,https://www.airbnb.com/rooms/48913378
"Casita del Yunque, Private Heated Jacuzzi Pool!!!",175,"Rio Grande, Río Grande, Puerto Rico",18.32975,-65.85195,https://www.airbnb.com/rooms/1438978
Lovely 1 bedroom apartment with private terrace,98,"San Juan, Puerto Rico",18.444,-66.063,https://www.airbnb.com/rooms/53271111
SJ PENTHAUS WESTSIDE APT  GREAT OCEAN/CITY VIEWS !,112,"San Juan, Puerto Rico",18.46731,-66.11375,https://www.airbnb.com/rooms/2512262
Cozy Dream Studio Convention Center Area,71,"San Juan, Puerto Rico",18.45259,-66.08681,https://www.airbnb.com/rooms/51485693
Aventur@ Apartment 2,56,"Mayagüez, Puerto Rico",18.15827,-67.14837,https://www.airbnb.com/rooms/50095587
Olas Apartments 3,117,"Isabela, Puerto Rico",18.5136,-67.07866,https://www.airbnb.com/rooms/49504917
Room with a VIEW! Oceanfront LOFT near Jobos Beach,115,"Isabela, Puerto Rico",18.51266,-67.08283,https://www.airbnb.com/rooms/10495541
10 Min From The Airport And Beaches! Balcony 2 BD!,74,"Carolina, Puerto Rico",18.42089,-65.97112,https://www.airbnb.com/rooms/54308374
Place to place. Private House with  swimming-pool,173,"San Juan, Puerto Rico",18.40462,-66.00591,https://www.airbnb.com/rooms/36082362
Adventure Apartment (Close to Hacienda Campo Rico),55,"Carolina, Puerto Rico",18.408,-65.956,https://www.airbnb.com/rooms/48110872
202 Cozy Vacation Home- Visit Our Best Beaches,115,"Fajardo, Puerto Rico",18.34657,-65.66073,https://www.airbnb.com/rooms/53330773
Tropical Studio #2 near everything!!!,64,"San Juan, Puerto Rico",18.44621,-66.06092,https://www.airbnb.com/rooms/24521956
Spacious APT just steps away from beach,115,"San Juan, Puerto Rico",18.451,-66.051,https://www.airbnb.com/rooms/18054784
"Surfing Privacy and Relaxation! Wi-Fi, full A/C!",195,"Rincón, Puerto Rico",18.36569,-67.24863,https://www.airbnb.com/rooms/2282295
TROPICAL-Beach Spacious Apt. in Isla Verde.,54,"Carolina, Puerto Rico",18.448,-66.037,https://www.airbnb.com/rooms/25286950
Heart of Condado: Steps to Beach and Lagoon 400!,70,"San Juan, Puerto Rico",18.45772,-66.07581,https://www.airbnb.com/rooms/343326
AQUA VILLA steps from the beach,183,"Luquillo, Puerto Rico",18.38494,-65.72239,https://www.airbnb.com/rooms/48573436
Tropical Studio #4 near everything!!!,56,"San Juan, Puerto Rico",18.44552,-66.06206,https://www.airbnb.com/rooms/24521947
"PISCINA! Acceso playa, Wifi y estacionamiento",113,"Carolina, Puerto Rico",18.4419,-66.02133,https://www.airbnb.com/rooms/50136868
Cozy Loft in BEST location at Calle San Sebastian!,112,"San Juan, Puerto Rico",18.467,-66.117,https://www.airbnb.com/rooms/14871238
Condado Tropic Sun Apt D 3 minutes walk to Beach,64,"San Juan, Puerto Rico",18.45407,-66.07292,https://www.airbnb.com/rooms/52572331
Ocean front Pelican Reef Studio | Rincón,96,"Rincon, Rincón, Puerto Rico",18.31767,-67.24339,https://www.airbnb.com/rooms/50755397
Beachfront modern apartment at Palmas Del Mar,175,"Palmas del Mar, Humacao, Puerto Rico",18.08743,-65.7973,https://www.airbnb.com/rooms/46990580
"Isabela, Lux Apt.  Toyas Apt 2, Surfers Paradise",110,"Isaabela, Puerto Rico , Puerto Rico",18.50225,-67.02439,https://www.airbnb.com/rooms/17679985
Museum Bldg Executive Apt 2,51,"Carolina, Puerto Rico",18.41933,-65.97346,https://www.airbnb.com/rooms/22725620
"❤️Lovey-Dovey❤️A/C, WiFi, Netflix, Steps to beach!",53,"Aguada, Puerto Rico",18.389,-67.195,https://www.airbnb.com/rooms/39355700
"Oceanfront 2 Bedroom Condo in Mar Chiquita, Manati",179,"Manatí, Puerto Rico",18.471,-66.484,https://www.airbnb.com/rooms/29845808
Modern apartment close to  airport and beach 1503,108,"Carolina, Puerto Rico",18.43059,-66.00723,https://www.airbnb.com/rooms/37496098
La Casita Beach (We have: Beach Electricity Water),166,"Río Grande, Puerto Rico",18.39667,-65.76538,https://www.airbnb.com/rooms/17925145
Bubble Tent with Jacuzzi at Sierra Linda Glamping,190,"Aibonito, Puerto Rico",18.11966,-66.24618,https://www.airbnb.com/rooms/50752532
Condado Tropic Sun Apt K 2nd Floor unit,67,"San Juan, Puerto Rico",18.45515,-66.07288,https://www.airbnb.com/rooms/50940625
Posada Amparo - Apartment #1,53,"San Juan, Puerto Rico",18.467,-66.118,https://www.airbnb.com/rooms/34495805
"Modern home by the ocean, walk to downtown Rincon",190,"Rincon, Puerto Rico",18.343,-67.257,https://www.airbnb.com/rooms/16630654
Isla Verde Beach Lovely Studio 50% OFF,68,"Carolina, Puerto Rico",18.44171,-66.0276,https://www.airbnb.com/rooms/16564657
Suite in San Juan - Great Location - Free parking!,110,"San Juan, Puerto Rico",18.45348,-66.08758,https://www.airbnb.com/rooms/23163530
Unbelievable Views & Sounds Of The Sea,115,"Luquillo, Puerto Rico",18.3761,-65.71517,https://www.airbnb.com/rooms/48199858
Palmas View 2,56,"Humacao, Puerto Rico",18.10842,-65.82242,https://www.airbnb.com/rooms/47169211
"Ocean Horizon, All Windows With Ocean View",195,"Carolina, Puerto Rico",18.446,-66.016,https://www.airbnb.com/rooms/48730679
"Espectacular apto. privado, 1 hab. ¡Cerca de todo!",51,"San Juan, Puerto Rico",18.40119,-66.03567,https://www.airbnb.com/rooms/33655753
Isla Verde Luxury Condo w Parking & Beach Access,176,"Carolina, Puerto Rico",18.44439,-66.01678,https://www.airbnb.com/rooms/48444142
"Hip Loiza St: Best Beach, Nightlife, Food, Culture",65,"San Juan, Puerto Rico",18.45035,-66.05896,https://www.airbnb.com/rooms/32009759
Palmas View 4,56,"Humacao, Puerto Rico",18.10966,-65.82155,https://www.airbnb.com/rooms/47476143
Cozy Studio: Walk to Calle Loiza/Ocean Park Beach,56,"San Juan, Puerto Rico",18.44936,-66.0556,https://www.airbnb.com/rooms/53487320
Islaverde Modern Airport near and Beach,94,"Carolina, Puerto Rico",18.44315,-66.01639,https://www.airbnb.com/rooms/10369296
Cozy & Beautiful studio 5 minutes from airport (C),50,"Carolina, Pr, Puerto Rico",18.42623,-65.98273,https://www.airbnb.com/rooms/27090509
"★Getaway★AC, Netflix, Steps to beach+Self Check In",55,"Aguada, Puerto Rico",18.389,-67.195,https://www.airbnb.com/rooms/33253043
Las Casitas Village Conquistador 2 Bed 1 Bath,179,"Fajardo, PR, Puerto Rico",18.355,-65.63,https://www.airbnb.com/rooms/50574816
Beautiful Rincón Beach Front Apartment,186,"Rincon, Rincón, Puerto Rico",18.31722,-67.24484,https://www.airbnb.com/rooms/46501365
"Stylish, Historic City Gem",182,"San Juan, Puerto Rico",18.46533,-66.11586,https://www.airbnb.com/rooms/39643232
Cozy Boho Apt on Great Location & Free Parking,105,"San Juan, Puerto Rico",18.4565,-66.08621,https://www.airbnb.com/rooms/51262532
Tropical Apartment #7 near everything!!!,56,"San Juan, Puerto Rico",18.44558,-66.06219,https://www.airbnb.com/rooms/24243477
"#03 Studio,Bamboo Breeze Vacation rentals!",53,"Isabela, Puerto Rico",18.494,-67.009,https://www.airbnb.com/rooms/15510501
Hidden Gem @ ❤️ of Old San Juan w/ Balcony Views,114,"San Juan, Puerto Rico",18.46378,-66.11697,https://www.airbnb.com/rooms/48309852
Suite Paquita | Perfectly located boutique apartme,115,"San Juan, Puerto Rico",18.452,-66.054,https://www.airbnb.com/rooms/50994364
Villa Aurora | Traditional Spanish colonial apartm,173,"San Juan, Puerto Rico",18.467,-66.117,https://www.airbnb.com/rooms/52057372
Artist Room | The Gallery Inn,181,"San Juan, Puerto Rico",18.46783,-66.11554,https://www.airbnb.com/rooms/13445552
New Pool - MARE 20 Room w/ Private Bathroom,165,"San Juan, Puerto Rico",18.452,-66.061,https://www.airbnb.com/rooms/23607885
Bali style decor -Walk2Beach- 1 King | 2Queen beds,177,"Carolina, Puerto Rico",18.443,-66.032,https://www.airbnb.com/rooms/13489403
Tropical Local Lifestyle Experience,95,"San Juan, Puerto Rico",18.453,-66.056,https://www.airbnb.com/rooms/9521302
302 Renewed Cute & Cozy Beach Studio @ Condado,93,"San Juan, Puerto Rico",18.45481,-66.06308,https://www.airbnb.com/rooms/38755404
Lovely studio ocean front. Fully renovated 2023!,165,"Carolina, Puerto Rico",18.44661,-66.01597,https://www.airbnb.com/rooms/51842930
Beautiful View Apt near Governors Mansion in OSJ,110,"San Juan, Puerto Rico",18.46501,-66.11898,https://www.airbnb.com/rooms/45640161
1BR 821 Sqft Beachfront Oceanview WiFi - Piano,169,"Carolina, Puerto Rico",18.44307,-66.02033,https://www.airbnb.com/rooms/17608431
Caribbean H.S. Apartments,50,"Yabucoa, Puerto Rico",18.0417,-65.877,https://www.airbnb.com/rooms/50312943
Charming and Cozy Apartment,172,"San Juan, Puerto Rico",18.37307,-66.05496,https://www.airbnb.com/rooms/32403606
Beautiful Studio in Luquillo with WIFI,70,"Luquillo, PR, Puerto Rico",18.38033,-65.72076,https://www.airbnb.com/rooms/42852916
Villa Esmeralda | Large 2 Bedroom in beautiful Old,174,"San Juan, Puerto Rico",18.466,-66.114,https://www.airbnb.com/rooms/29891710
Sol Studio | located at the Condado Lagoon Villas,115,"San Juan, Puerto Rico",18.463,-66.084,https://www.airbnb.com/rooms/48346006
Gorgeous Ocean View Studio - Condado's Best!,115,"San Juan, Puerto Rico",18.45743,-66.06694,https://www.airbnb.com/rooms/40782679
"Old San Juan, Guesthouse, Navona Interior Room",74,"San Juan, Puerto Rico",18.46538,-66.11386,https://www.airbnb.com/rooms/15144117
Rincon Home With A Beautiful View,169,"Rincon, Rincón, Puerto Rico",18.34182,-67.25537,https://www.airbnb.com/rooms/44664006
No better view to wake to: C.Lagoon & Old San Juan,94,"San Juan, Puerto Rico",18.45687,-66.0762,https://www.airbnb.com/rooms/16436831
#4 Two Story Honeymoon Suite in Paradise,111,"Isabela, Puerto Rico",18.514,-67.093,https://www.airbnb.com/rooms/15926655
"Modern & Stylish studio, steps to beach, Generator",93,"Condado, Puerto Rico",18.45388,-66.06161,https://www.airbnb.com/rooms/52852965
Ocean View Penthouse Apt in Isla Verde,168,"Carolina, Puerto Rico",18.44364,-66.01044,https://www.airbnb.com/rooms/14428299
☀️Hermoso Estudio frente al mar  Ocean Blue Faith,112,"Fajardo, Puerto Rico",18.3584,-65.62342,https://www.airbnb.com/rooms/52870281
Stylish and Comfy with OCEAN VIEW 1/1 Sleeps 4,117,"San Juan, Puerto Rico",18.453,-66.052,https://www.airbnb.com/rooms/16449427
Victoria del Mar Beach Front Condo 2,184,"Stella, Rincón, Puerto Rico",18.31916,-67.24429,https://www.airbnb.com/rooms/49786685
Private Boho Style Suite,86,"San Juan, Puerto Rico",18.41186,-66.07639,https://www.airbnb.com/rooms/50192329
Super Cozy near to Great Spots,55,"Aguadilla, PR, Puerto Rico",18.476,-67.1,https://www.airbnb.com/rooms/32448189
"#11 Beach Apt 3BR, 2BA Garden @ Jobos Beach",165,"Isabela, Puerto Rico",18.513,-67.087,https://www.airbnb.com/rooms/7692970
Villa Serene - Ground floor/Beach Front complex!,160,"Humacao, Puerto Rico",18.089,-65.796,https://www.airbnb.com/rooms/6932528
Villa Jungla Del Mar - Oceanfront City Apartment,179,"San Juan, Puerto Rico",18.461,-66.082,https://www.airbnb.com/rooms/54141170
¡Perlazul! Condo en Isla Verde,175,"Carolina, Puerto Rico",18.44282,-66.02188,https://www.airbnb.com/rooms/27372284
Casita Jardín/ Cozy 1 Bedroom Suite with Pool,110,"Fajardo, Puerto Rico",18.35412,-65.62867,https://www.airbnb.com/rooms/49209417
"Heart of Condado: Steps to Beach,Restaurants,Park",91,"San Juan, Puerto Rico",18.45488,-66.0692,https://www.airbnb.com/rooms/17626632
Beach Front Studio (Sea Dollar),115,"Carolina, Puerto Rico",18.443,-66.021,https://www.airbnb.com/rooms/16274103
Posada Amparo - Apartment #2,53,"San Juan, Puerto Rico",18.46705,-66.11929,https://www.airbnb.com/rooms/36344548
Julia Apartments 5,55,"Alturas de Monte Brisas, Fajardo, Puerto Rico",18.33706,-65.65458,https://www.airbnb.com/rooms/33663787
"Spacious apartment in Hato Rey, San Juan",54,"Marginal North, San Juan, Puerto Rico",18.425,-66.053,https://www.airbnb.com/rooms/23350896
"Spacious 2B-WiFi, Walk to Rests and Beach, Pkg",52,"San Juan, Puerto Rico",18.449,-66.057,https://www.airbnb.com/rooms/35290173
"Beachside Condo/walk to nightlife, casinos, rest.",160,"San Juan, Puerto Rico",18.4556,-66.07207,https://www.airbnb.com/rooms/47942597
Beautiful studio 5 minutes from airport (B),52,"Carolina, Puerto Rico",18.42625,-65.98285,https://www.airbnb.com/rooms/35123481
Beach Studio (Sea Dollar #2),109,"Carolina, Puerto Rico",18.443,-66.022,https://www.airbnb.com/rooms/29214027
cdDirectly on Beach-Access Best Rest- 2/2 Sleeps 6,173,"San Juan, Puerto Rico",18.456,-66.064,https://www.airbnb.com/rooms/24820195
Blue Cozy Apartment Barcelona in Santurce w/Wifi,54,"San Juan, Puerto Rico",18.4513,-66.07647,https://www.airbnb.com/rooms/50268884
"Ideal apartment for layover, close to airport",69,"Carolina, Puerto Rico",18.42611,-66.0035,https://www.airbnb.com/rooms/37423758
Caracoles #1 Apartment 7 Min to Airport FREE WI-FI,55,"Carolina, Puerto Rico",18.4292,-65.97664,https://www.airbnb.com/rooms/49192571
Charming Studio at the Beach Overlooking Condado,74,"San Juan, Puerto Rico",18.45668,-66.06493,https://www.airbnb.com/rooms/43370816
"Maravilloso apto. privado, 1 hab.",50,"San Juan, Puerto Rico",18.40218,-66.03814,https://www.airbnb.com/rooms/46010802
"Modern Studio next to El San Juan Hotel, with pkg.",88,"Carolina, Puerto Rico",18.442,-66.019,https://www.airbnb.com/rooms/17228430
Sunset & Ocean View Beach Apartment,106,"Aguadilla, Puerto Rico",18.437,-67.156,https://www.airbnb.com/rooms/10290273
CasaSolera - Enchanting Apt in OSJ Hidden Garden,162,"San Juan, Puerto Rico",18.467,-66.113,https://www.airbnb.com/rooms/54089197
La Casita Apartments 1,53,"Fajardo, Puerto Rico",18.33815,-65.6541,https://www.airbnb.com/rooms/47887226
"#05 Studio, Bamboo Breeze Vacation rental",53,"Isabela, Puerto Rico",18.494,-67.009,https://www.airbnb.com/rooms/42769533
Ashford Imperial -Super Host- With Parking #3,170,"San Juan, Puerto Rico",18.45429,-66.07032,https://www.airbnb.com/rooms/39249072
Palmas View  1,54,"Candelero Arriba, Humacao, Puerto Rico",18.10913,-65.82047,https://www.airbnb.com/rooms/47159477
La Famosa Esquina Large Loft with private Jacuzzi,72,"Aguada, Puerto Rico",18.3812,-67.18637,https://www.airbnb.com/rooms/53859144
1.2 Modern Day Japanese Apt with Generator,52,"Mayagüez, Puerto Rico",18.2,-67.136,https://www.airbnb.com/rooms/39702770
San Juan /  Charming Home / SJU Airport/Beach/,74,"San Juan, Carolina, Puerto Rico",18.419,-65.981,https://www.airbnb.com/rooms/52776813
3.8 Hammock Living atBohemian Casona in Cabo Rojo,56,"Cabo Rojo, Puerto Rico",18.094,-67.174,https://www.airbnb.com/rooms/48334730
Amazing views! Beach front cozy studio.,87,"Playa Azul Luquillo, Luquillo, Puerto Rico",18.38282,-65.72096,https://www.airbnb.com/rooms/33589831
Perfect Location Condado Studio next to the beach,50,"San Juan, Puerto Rico",18.45331,-66.06198,https://www.airbnb.com/rooms/42568410
Lovely Studio-Condado Beach Front Location,109,"San Juan, Puerto Rico",18.45485,-66.06458,https://www.airbnb.com/rooms/50742434
At the center of it all Casa Terra Porto #2,90,"San Juan, Puerto Rico",18.464,-66.095,https://www.airbnb.com/rooms/47078371
Sea Turtle Studio @Island Charm | Great Water View,186,"Culebra, Puerto Rico",18.31,-65.296,https://www.airbnb.com/rooms/6412704
3.3 Three Living at Bohemian Casona with Generator,56,"Cabo Rojo, Puerto Rico",18.09336,-67.17317,https://www.airbnb.com/rooms/50755351
Sahar's Treehouse at Finca Victoria,177,"Vieques, Puerto Rico",18.12657,-65.43973,https://www.airbnb.com/rooms/33618946
Palomas Flores,56,"San Juan, Puerto Rico",18.45169,-66.05534,https://www.airbnb.com/rooms/36635615
Enjoy the Ride! Lovely Bohemian Beach Apartment.,92,"San Juan, Puerto Rico",18.4522,-66.05569,https://www.airbnb.com/rooms/20395665
Vacation Rental studio steps from the beach,70,"Carolina, Puerto Rico",18.44382,-66.01492,https://www.airbnb.com/rooms/16683235
Breezy Boho 2BR Dream w/Large Deck in Great Area,164,"San Juan, Puerto Rico",18.451,-66.051,https://www.airbnb.com/rooms/42424523
Modern-Rustic Loft at Beachfront Cond. Marbella,170,"Carolina, Puerto Rico",18.443,-66.024,https://www.airbnb.com/rooms/37948612
2 BR Isla Verde Apt; Steps from beach & 4 min SJU,168,"Carolina, Puerto Rico",18.44188,-66.01324,https://www.airbnb.com/rooms/52482987
"Cozy Beach Studio, Just steps from the ocean!{409}",69,"Carolina, Puerto Rico",18.44423,-66.01589,https://www.airbnb.com/rooms/53673895
Apartment Near the Aiport! Beautiful and Comfy!,52,"Carolina, Puerto Rico",18.42962,-65.97892,https://www.airbnb.com/rooms/38049002
Beachfront Paradise 2 BR/BA Condo near El Yunque,176,"Zarzal, Río Grande, Puerto Rico",18.398,-65.771,https://www.airbnb.com/rooms/42044879
Renovated Beach House on BEST beach in Puerto Rico,172,"Luquillo, Puerto Rico",18.38115,-65.72281,https://www.airbnb.com/rooms/52381232
102 Cozy Beachfront Studio on Isla Verde Beach,89,"Carolina, Puerto Rico",18.445,-66.017,https://www.airbnb.com/rooms/15930692
Vera's Beach House- upper level + private balcony,172,"Aguadilla, Puerto Rico",18.43447,-67.15633,https://www.airbnb.com/rooms/10642933
Gorgeous Apartment in Convention Center Area,86,"San Juan, PR, Puerto Rico",18.45491,-66.08796,https://www.airbnb.com/rooms/42616619
"Bright, Spacious, Central Condado Home, Steps from the Beach",175,"San Juan, Puerto Rico",18.45374,-66.06406,https://www.airbnb.com/rooms/16248546
Rocky Apartments II,171,"San Juan, Puerto Rico",18.43171,-65.98549,https://www.airbnb.com/rooms/46514604
"Tortuga Luxury Properties, Modernica, Palmas",175,"Humacao, Puerto Rico",18.08441,-65.79642,https://www.airbnb.com/rooms/48552415
Luxury Beach-Front Apartment!,87,"San Juan, Puerto Rico",18.45225,-66.04979,https://www.airbnb.com/rooms/17029564
avGreat View on Isla Verde Beach 2/2 6 pers hi flr,180,"Carolina, Puerto Rico",18.443,-66.024,https://www.airbnb.com/rooms/24079479
Ocean View/Mountain Setting 3 - Owners Suite,165,"Río Grande, Puerto Rico",18.4042,-65.80376,https://www.airbnb.com/rooms/45696383
Cozy Luquillo Beach Apt Luquiyú Studio Ocean View,89,"Luquillo, Puerto Rico",18.38,-65.719,https://www.airbnb.com/rooms/48117810
Delightful central unit in Condado near best beach,160,"San Juan, Puerto Rico",18.45195,-66.06708,https://www.airbnb.com/rooms/40523933
In the Heart of Old San Juan!,174,"San Juan, Puerto Rico",18.46647,-66.11591,https://www.airbnb.com/rooms/17681958
"Luquillo beach apt with electricity, water, Wi-Fi",90,"Luquillo, Puerto Rico",18.38,-65.721,https://www.airbnb.com/rooms/20094415
"CoastalCalming: Walk to Beach, Close to Airport #2",89,"Carolina, Puerto Rico",18.441,-66.028,https://www.airbnb.com/rooms/32471535
The Cozy Beach Nest OceanPark San Juan 2 min-beach,90,"San Juan, Puerto Rico",18.453,-66.051,https://www.airbnb.com/rooms/39306196
